context_id	target_label	target_lemma	pos_tag	sentence	target_id
threat.n.40	threat.n	threat	n	"Steven Su says that "" we will always have competition from the traditional media like China Times and United Daily News , "" because after all , 104 only works through the Internet . He does not , however , fear the threat from the CTCareer website , which is under the China Times flag , nor is there anything especially novel about the exploitation of both the Internet and magazine formats by the UDN . Last year Acer Peripherals invested in a combination website and magazine , but they exhausted their capital within three months ."	42
threat.n.41	threat.n	threat	n	"Last December , at a seminar at the Armed Forces University entitled "" Transmillennial National Security and Military Strategy , "" Lien delivered an address entitled "" National Defense Strategy and Construction in the New Century . "" He suggested that Taiwan will have to develop long-range missiles to counter the mainland Chinese military threat . While "" effective deterrence "" would remain the cornerstone of strategy , it should no longer be passive , said Lien , but "" pro-active . """	54
threat.n.42	threat.n	threat	n	Lin Cheng-yi , a research fellow at the Institute of European and American Affairs at the Academia Sinica , says that the successful testing by mainland China of missiles in 1996 has altered the lines of strategic thought on both sides of the strait . Guided missiles have replaced aircraft as the major threat to Taiwan . In recent years mainland China has also constructed short-range surface - to - surface missile bases along its Southeast Coast which are specifically targeted at Taiwan .	53
threat.n.43	threat.n	threat	n	Although this prediction is not necessarily accurate , Taiwan should work to maintain its edge so as to guarantee peace through strength . Fuh Wei-ku offers the following analysis : Currently the PRC weapons which pose the greatest threat to Taiwan are Sukhoi aircraft , M-class missiles , and cruise missiles . Of these , the aircraft are already strategically of the second rank , but Taiwan must be alert to the missiles .	38
threat.n.44	threat.n	threat	n	If Taiwan were to develop long-range missiles , this would change Taiwan 's defensive posture , and alter the Taiwan - US military division of labor . There is another possibility for Taiwan in defending against the threat of missiles from the PRC . Besides building offensive systems , Taiwan could also join the US Theater Missile Defense -LRB- TMD -RRB- plan .	37
threat.n.45	threat.n	threat	n	Moreover , this is also necessary from the point of view of public opinion . In an analysis of the threat that guided missiles pose to morale in Taiwan , ROC Minister of Defense Tang Fei points out that perhaps for some countries a missile attack would have little impact . But in Taiwan , where resources are concentrated , missiles pose a serious threat to electrical power and petroleum production , to transportation -LRB- harbors , highways , airports , railroads -RRB- , and to factories .	20
threat.n.46	threat.n	threat	n	In an analysis of the threat that guided missiles pose to morale in Taiwan , ROC Minister of Defense Tang Fei points out that perhaps for some countries a missile attack would have little impact . But in Taiwan , where resources are concentrated , missiles pose a serious threat to electrical power and petroleum production , to transportation -LRB- harbors , highways , airports , railroads -RRB- , and to factories . More importantly , he says , the citizens of Taiwan are not psychologically prepared .	49
threat.n.47	threat.n	threat	n	For example , South Korea has developed its own SSMs , Singapore has airborne refueling capability , and Israel has a strategy of keeping the fighting outside its borders as much as possible . Of course , different countries are in different situations , and the external threats faced by these countries are not comparable to the cross-strait situation . PRC military affairs expert Alex Kao concludes that although the idea of taking a war beyond Taiwan is worth consideration , it would only be really useful if it could be adopted into the national security structure and done in an integrated and comprehensive way .	47
threat.n.48	threat.n	threat	n	""" Soft kill "" refers to computer viruses and electronic interference to destroy the enemy 's computer systems , and thereby to neutralize the enemy 's military capability in a bloodless manner . Some people see in third-wave warfare an opportunity to seize a decisive advantage in the face of a future armed threat from mainland China . To be sure , because of the domestic development of the electronics industry in Taiwan , the ROC has a certain advantage ."	53
threat.n.49	threat.n	threat	n	The outcome of Taiwan 's year 2000 presidential election is not the victory of an individual or a political party . It is a victory of the people as well as a victory for democracy , because we have , while attracting global attention , transcended fear , threats and oppression and bravely risen to our feet together . Taiwan stands up , demonstrating a firm insistence on reason and a sturdy faith in democracy .	48
threat.n.50	threat.n	threat	n	""" This is because state enterprises pressure the government with appeals about their right to survival , "" Yeh says . When foreign firms in the mainland are confronted with threats to their safety and property , "" Hong Kong can count on the cooperation of the government , US and Japanese businesses can turn to their ambassadors , but what can Taiwan firms do ? "" asks Yeh . In Dongguan they can help each other ."	30
threat.n.51	threat.n	threat	n	Rural society has disintegrated , and traditional industrial sectors have withered , as newly rising electronics and information industries have appeared one after another . These rapid changes have brought the threat of unemployment or early retirement to many individuals . In order to cope with the increasing uncertainty of life , it is necessary for people to build up a nest egg .	31
threat.n.52	threat.n	threat	n	"If Chen Shui-bian is elected , this would be Taiwan 's first case of a peaceful transfer of power from one party to another . DPP legislator Chang Chun-hung says that the process of democratization in Taiwan during Lee Teng-hui 's administration has been smooth and tranquil , but beneath the surface there lurks a major threat to democracy : the KMT 's "" black gold politics . "" Explains Chang : The DPP has never had the chance to be the ruling party , and therefore has never been in a position to fulfill its function of restraining the KMT ."	56
threat.n.53	threat.n	threat	n	"The effects may prove to be far - reaching . Chang Chun-hung adds that negative election tactics , which after all may be seen in any democratic country , are not - bad as they are - the biggest threat . He says Taiwan voters should most be on the lookout for the "" one of us "" effect ."	39
threat.n.54	threat.n	threat	n	Perhaps the millennium year was a decisive one for the trees , for the Executive Yuan allocated new funds to the VACRS so that it no longer needs to cut down trees to bolster its finances , and also approved a plan to set up a national park . But so - called ecotourism is now emerging as another threat to the trees ' survival . To assure the livelihood of the local Atayal aborigines of Chilan , when the cypress national park is set up consideration will have to be given to how to balance the need to protect the forests with the demand for sustainable tourism .	59
threat.n.55	threat.n	threat	n	there 's no question about it /. I do n't think they posed a threat to the republic that clearly at this moment Mark Felt and some other people in the ~FBI thought /. You write ah here Bob Woodward that the portrait of me is not all that admirable /.	14
threat.n.56	threat.n	threat	n	then I 'll ask you Senator Lieberman to weigh in as well uh /. There 's -- A lot of the law enforcement authorities especially in New York City the police commissioner the mayor saying they 're not going to get involved in ethnic or racial or religious profiling whatsoever in dealing with potential threats to the trains the subways the buses /. Should there though be an element of that kind of profiling in dealing with these issues Senator Kyl /?	54
threat.n.57	threat.n	threat	n	but I want to let Senator Lieberman weigh in on this /. The argument is that law enforcement authorities transportation security authorities they 're spinning a lot of wheels wasting a lot of time examining grandmothers and babies and making people take off their shoes when they should be focusing in on real threats as opposed to potential random threats out there /. Uh the random threats are there /.	53
threat.n.58	threat.n	threat	n	but I want to let Senator Lieberman weigh in on this /. The argument is that law enforcement authorities transportation security authorities they 're spinning a lot of wheels wasting a lot of time examining grandmothers and babies and making people take off their shoes when they should be focusing in on real threats as opposed to potential random threats out there /. Uh the random threats are there /.	53
threat.n.59	threat.n	threat	n	The argument is that law enforcement authorities transportation security authorities they 're spinning a lot of wheels wasting a lot of time examining grandmothers and babies and making people take off their shoes when they should be focusing in on real threats as opposed to potential random threats out there /. Uh the random threats are there /. And look we have an in- intelligence to say that uh uh the terrorists groups including al Qaeda may use people Europeans for instance who are -- who are uh not appearing to be uh from Arabic background /.	54
threat.n.60	threat.n	threat	n	Then a successful reign in terror in Great Britian /. We 'll assess the lingering threat uh in United States and around the world from three security experts /. Late Edition continues right at the top of the hour /.	15
threat.n.61	threat.n	threat	n	Coming up , who 's trying to save his life and why /? Also the survivors of that massive South Asian earthquake are facing a new and even deadlier if you can believe it threat /. From around the world this is Newsnight /.	34
threat.n.62	threat.n	threat	n	First of all here 's a quick track of some of the stories we 're following tonight /. President Bush unveiled a seven point one billion dollar plan to help protect Americans against the threat from bird flu /. It includes stockpiling enough vaccine to protect twenty million people /.	34
threat.n.63	threat.n	threat	n	It includes stockpiling enough vaccine to protect twenty million people /. The president says there is no immediate threat but there is cause for concern /. In Washington tensions are high after an unsual Senate session /.	18
threat.n.64	threat.n	threat	n	And while there were signs or warnings about their intentions they were not taken seriously at the time /. The sheriff 's department did n't respond to our um reported threats by Eric Harris against our son for thirteen months /. Columbine would not have happened if they had investigated that to begin with /.	30
threat.n.65	threat.n	threat	n	Ahead in the second half of Reliable Sources New York Times columnist Tom Friedman on whether the media are suffering from Iraq fatigue /. Plus that heavily hyped subway threat that was n't /. After all an update on the hour 's top stories from Atlanta /.	29
threat.n.66	threat.n	threat	n	We 'll ride the rails into the spin cycle next /. When New York mayor Mike Bloomberg announced last week that there was a possible terror threat against the city 's subways I thought here we go again /. And television was all over the story /.	26
threat.n.67	threat.n	threat	n	And television was all over the story /. Here in New York tonight officials say they are increasing security on the city 's massive subway system because of what they call a significant and credible threat /. The threat to attack the subways in coming days comes from overseas /.	35
threat.n.68	threat.n	threat	n	Here in New York tonight officials say they are increasing security on the city 's massive subway system because of what they call a significant and credible threat /. The threat to attack the subways in coming days comes from overseas /. and the police here will be searching bags briefcases even baby strollers to try to stop it /.	30
threat.n.69	threat.n	threat	n	And since it was right there in the Big Apple cable anchors and correspondents could provide almost non-stop on the scene coverage /. The threat concerns the New York City subway system behind me around me literally beneath our feet here in Times Square /. The Fox News alert New York City subways are on a heightened state of alert this evening after what officials are describing as a specific threat /.	24
threat.n.70	threat.n	threat	n	The threat concerns the New York City subway system behind me around me literally beneath our feet here in Times Square /. The Fox News alert New York City subways are on a heightened state of alert this evening after what officials are describing as a specific threat /. And the city 's tabloids were n't far behind /.	47
threat.n.71	threat.n	threat	n	E- events that have been politically disadvantageous to the current administration have been uh oc- occuring simultaneously or followed quickly upon wi- with uh with with something related to terrorism on a -- on a big scale /. By the next morning the New York Times and the Washington Post were reporting that federal authorities were playing down the threat as noncredible /. But the ~TV coverage kept rolling down the track like the number four express /.	59
threat.n.72	threat.n	threat	n	But that 's a lot more than ~NBC Nightly News and ~ABC 's World News Tonight which did n't mention the great subway hoax at all /. In an age of terror such threats obviously need to be reported /. but given the unreliability of intelligence television ought to learn a lesson here about not going on high alert and scaring people /.	33
threat.n.73	threat.n	threat	n	Coming up the terror alert in New York City now over /. Some of you come to the defense of New York officials criticized for going public about questionable threats /. Your emails next /.	29
threat.n.74	threat.n	threat	n	now it 's time for your rebuttal /. Many of you writing in about the terror threats on the New York City subway system and fact that New york was taking it more seriously than the feds /. Phil and Susan Kissler /.	16
threat.n.75	threat.n	threat	n	Tabs Rush /. all I 've heard is skepticism about the threat /. If it happens then you want to blame Bush for not acting /.	11
threat.n.76	threat.n	threat	n	He was painting himself as a Republican /. If you looked at his ad he aligned himself with the president because he caught on rather quick uh when he won the uh primary election and he had gone on a radio station and said uh that the worst threat to the United States was not Osama bin Laden but the President that uh people did n't like that /. and so suddenly he decided to cloak himself as a supporter of the President in his ~tv ads /.	48
threat.n.77	threat.n	threat	n	it 's a chapter seven resolution so it has the effect of compuls- compulsory behavior by all the member states /. It says that what the North Koreans did was a threat to international peace and security /. It does ask all member states not to engage in nuclear trade with North Korea /.	31
threat.n.78	threat.n	threat	n	But if you have the right policy in place , if you know what you 're trying to accomplish and if you 're very tough - minded about applying that policy we can be successful /. So we have not given up hope that we can engineer a policy that will effectively put the North Koreans back in the box take away their nuclear programs and take away their ability to inflict threats and damage on their neighbors /. We have got to be single - minded about this /.	72
threat.n.79	threat.n	threat	n	And that 's what we 're doing /. We have not given up on on on this quest to come to the end of these negotiations and put the North Koreans back into a place where they can no longer be a threat to their neighbors or to the United States /. But again it 's the tone and the rhetoric /.	42
threat.n.80	threat.n	threat	n	I give the President a lot of credit for hanging tough on Iraq /. but I am worried that it has made them too passive in confronting the other threats /. Have a preoccupation with Iraq allowed North Korea and Iran to go forward with their nuclear programs and limited our options /?	29
threat.n.81	threat.n	threat	n	we 'd have to estimate about five more /. And with each passing day I would argue to you more important than that missile that Ash would take out on the gantry if it turns up again with each passing day we 're going to find ourselves more and more closer than we were before to the day where that material could be transferred or sold to Al - Queda Presenting a threat far greater than the threat that is posed to us by nuclear weapons aboard ballistic missiles /. We can deter a country with ballistic missiles /.	72
threat.n.82	threat.n	threat	n	we 'd have to estimate about five more /. And with each passing day I would argue to you more important than that missile that Ash would take out on the gantry if it turns up again with each passing day we 're going to find ourselves more and more closer than we were before to the day where that material could be transferred or sold to Al - Queda Presenting a threat far greater than the threat that is posed to us by nuclear weapons aboard ballistic missiles /. We can deter a country with ballistic missiles /.	72
threat.n.83	threat.n	threat	n	And we have to have a different kind of Middle East if we 're ever going to resolve the uh the the problems of an ideology of hatred that was so great that people flew airplanes into buildings /. Iraq was a -- Saddam Hussein 's Iraq was a threat /. Now that the /-	49
threat.n.84	threat.n	threat	n	and he had used them before both against his own people and against his neighbors /. He was a threat /. This was someone flying uh against our aircraft or or i- shooting at our aircraft as they flew the no - fly zone /.	19
threat.n.85	threat.n	threat	n	The one question all of us keep hearing , Why Yemen ? The threat conditions in Aden the specific threat conditions , were actually better than we had elsewhere . General Zinni said all her ports , from the Suez Canal to the Persian Gulf , had their own problems , either credible terrorists threats , unstable governments , or harbors jammed with small boats , plus , the government of Yemen wanted better relations with the U.S. and had begun taking steps to control local terrorist activity , but improved relations , Zinni said , did not blind the U.S. to the risks .	13
threat.n.86	threat.n	threat	n	The one question all of us keep hearing , Why Yemen ? The threat conditions in Aden the specific threat conditions , were actually better than we had elsewhere . General Zinni said all her ports , from the Suez Canal to the Persian Gulf , had their own problems , either credible terrorists threats , unstable governments , or harbors jammed with small boats , plus , the government of Yemen wanted better relations with the U.S. and had begun taking steps to control local terrorist activity , but improved relations , Zinni said , did not blind the U.S. to the risks .	13
threat.n.87	threat.n	threat	n	The threat conditions in Aden the specific threat conditions , were actually better than we had elsewhere . General Zinni said all her ports , from the Suez Canal to the Persian Gulf , had their own problems , either credible terrorists threats , unstable governments , or harbors jammed with small boats , plus , the government of Yemen wanted better relations with the U.S. and had begun taking steps to control local terrorist activity , but improved relations , Zinni said , did not blind the U.S. to the risks . I do n't want anyone to think we ever in any instance , anywhere , ever took a risk for the purpose of a better relationship with a country and put a soldier , sailor , airman or marine at risk for that reason .	42
threat.n.88	threat.n	threat	n	A very high profile investigation in a very tense part of the world . The Yemenis are worried about the threat to their national sovereignty . We got our closest look at the damage to the `` Cole '' today , but even as we did , and even as the Secretary of State thanked the Yemenis for their early cooporation , investigators in the field think they have hit a brick wall .	20
threat.n.89	threat.n	threat	n	The ACLU is trying to abolish that threat . The group is now suing Louisiana on behalf of the witches to abolish the 1928 law it considers unconstitutional .	7
threat.n.90	threat.n	threat	n	It apparently left no lasting impression . Zinni testifying after the attack on the `` USS Cole '' -- Aden never had a specific terrorist threat . All the other ports that have been mentioned here that we should have considered as options have had specific threats .	25
threat.n.91	threat.n	threat	n	Zinni testifying after the attack on the `` USS Cole '' -- Aden never had a specific terrorist threat . All the other ports that have been mentioned here that we should have considered as options have had specific threats . So what happened to the FBI warning ?	39
