en,camp,camp.n.30,camp camp philippin countri countri netherland field area conflict field region area diaspora reserv villag settlement refuge vicin process state oper oper coloni day communiti east situat hagu territori summer
en,camp,camp.n.31,camp camp area field countri area zone zone communiti territori region district regim field communiti region situat countri villag district situat land territori land popul regim system nation centr quarter
en,camp,camp.n.32,camp countri camp area region philippin countri area netherland field territori countrysid conflict villag state territori field refuge citi coloni homeland border vicin villag island communiti hagu timor communiti zone
fr,camp,camp.n.1,leur son ce la leur le sa ce se cet chaqu cet l un su tout dieu couleur sang travail vi lui le mon corp feu combat du guerr cel
fr,camp,camp.n.2,la bas forc polic port missil radar prison bas mission cyb oper le un cod mot station fort forc l missil surveil sa bar the cap zon control de black
fr,camp,camp.n.3,et mais ou en a que car pour de de si comm y । e puis and par avant qui dont avec plus entre tre puisqu quand le tout est
fr,camp,camp.n.4,a dan sur sous en de avec dev derrier et par pour au contr san avant comm entre ver in chez le ou pre du hor selon aux de la
fr,camp,camp.n.5,sur dan selon avec pour par et entre ver contr tout concern parm suiv de ou sous apre comm en depuis dev a que de dont tous enver malgr le
fr,camp,camp.n.6,pekin taiwan chin beijing lui chin elle la eux le le cel lequel chinois si et washington tous 2008 qui un mais tout shangh ce laquel chacun moscou que seul
fr,camp,camp.n.7,travail fait moment public programm spectacl resultat rest projet problem sujet processus pass plan jour group temp choix succ contenu futur comport them personnel debut jeu niveau film concept depart
fr,camp,camp.n.8,le la le son l sa ce the de un a du cel el de se si leur rapport et que en par une donc celui non final il not
fr,camp,camp.n.9,et polit ou general si en alor que comm mais sur car import de par a pour commun dan import public majeur seul contr populair partout general econom mainten encor
fr,camp,camp.n.10,de a sur et pour par en dan officiel la pris entre contr que suprem general dont si international publiqu national ou avec polit du de le general concern apre
fr,camp,camp.n.11,le la le l son ce sa the un que si el a de leur i il de celui cel donc cel enfin se et lui en kim j ceux
fr,camp,camp.n.12,mais le et si monsieur seul ce cepend la ains car president a general madam il michael que mem je le kim the pet sir son robert de pour mr
fr,camp,camp.n.13,le la l ce le un the son el celui il une a cet sa et en que mais de si cel aucun president lo au c o no chaqu
fr,camp,camp.n.14,le la le l ce son celui un il the cet mais et el a president cel sa gouvern une cel polit en si au c que decis de i
fr,camp,camp.n.15,et que si mais comm ou de a mem ） i en par y car auss pour donc e and ni not cepend or pas ains sur on bien est
fr,camp,camp.n.16,model projet bureau centr plan group programm sit studio quarti forum styl avion cour mond reseau depart terrain magasin film livr march system chiffr magazin salon cas cabinet vehicul triangl
fr,camp,camp.n.17,et ou studios ecol maison shop school s pay or partout a centr ateli job school camp de local pre e hous shop en o y and hous workshop mais
fr,camp,camp.n.18,en dan a in de de pour entre aux et of hor une sur an represent depuis par avec san contr ver est din central van ou du au fur
fr,camp,camp.n.19,campagn ceremon dat conferent elect rencontr presidentiel fin cris loi guerr decis manifest demonstr bataill revolu veil nomin session publiqu victoir televis sort soire reunion liber premier mort signatur journe
fr,camp,camp.n.20,que de avec a comm dan pour sur than en du par de et qu avant depuis sous apre al ca ou entre contr enver san ver dev au si
fr,camp,camp.n.21,eux nous deux le en autr a de si le trois de entre nos tous la se dan leur un elle quatr main ce plus mill au et pas l
fr,camp,camp.n.22,et mais un ou gouvern en a le ce il avec dan de celui i la puis est president and e mem si donc y or je ains au pour
fr,camp,camp.n.23,gouvern group confl autr pay sent seul camp chang peu mouv verit dang grand point rol cas nouveau regim coup de problem moment bon mal mot pouvoir homm an accord
fr,camp,camp.n.24,le de ce me deux nos quelqu vos de leur se aux certain trois tous nous un et ceux plusieur en pas un te quatr le dix los vous tre
fr,camp,camp.n.25,que dont qui ou comm et fait polit possibl precedent present necessair de issu suiv si import publiqu pris lesquel avec recent contr mais americain par simpl grav local techniqu
fr,camp,camp.n.26,du au de en a le de dan del et in sur pour appel ver al par est ne un aux no depuis ou of do avec dit san plus
fr,camp,camp.n.27,situat securit demand cris region situacion condit menac popul decis guerr question violenc tension resolu condit paix repons posit mesur caus presenc realit zon polit solut polic situazion vi detent
fr,camp,camp.n.28,camp pay que lieux cas de domain tout anne deux plus philippin vill fait et ou term quarti condit tous etat villag a zon region rapport part medi jour seul
fr,camp,camp.n.29,camp pay philippin anne environ region fait vill combat mer reserv provinc cas zon jour an montagn villag campagn mois colon march lieux medi ecol terr oper autr quarti campos
fr,camp,camp.n.30,selon dan apre sur par avant avec depuis pour sous et suiv contr dev ver vi pend derrier san comm dur ou que malgr a entre chez de de parm
fr,camp,camp.n.31,repress situat revolt polit guerr securit lutt violenc presenc band grev question cris communaut detent massacr protect liber migrat disparit mort surveil forc campagn rebellion societ mission captur reconnaiss chass
fr,camp,camp.n.32,le la le ce timor l leur cet jakart un son ce el sa de dil jav the bal surabai mak se de une indonesi a il macau leur aceh
de,camp,camp.n.1,land tag jahr krieg leb dorf ort gebaud mensch haus wint material land inn sport park sieg system militar fest staat festival film geland reich terrain strass sees lag bod
de,camp,camp.n.2,botschaft regier universitat garnison schul mission polizei bas zentral stadt marin station gendarmeri ambassad arme luftwaff festung siedlung bank bundeswehr basis nato flott bibliothek verwalt streitkraft cia gefangnis infrastruktur einheit
de,camp,camp.n.3,die dies sie all den sich de der wir ihr es the sein beid das uns von zwisch bei in man je we se mit mein dei zu les nach
de,camp,camp.n.4,der ein sein die dies den derselb ihr dem ein kabul afghanistan ihm ein gewalt moskau dess jed russland zwei sein uns berlin dies ein gross pakistan sein das und
de,camp,camp.n.5,die ein der den ein ihr ein das und richtung ein an mein mit ein dies frag a sein frag streit sich dem vor kritik auf ihr konflikt gross un
de,camp,camp.n.6,ist sei wird war war wurd erscheint wirkt werd bleibt sind is und werd sein sieht gilt steht macht wie vor wirk bedeutet liegt scheint hab seien ‹ heisst was
de,camp,camp.n.7,programm film projekt thema show plan bericht dokumentarfilm interview festival einsatz tag konzert dialog experiment werk fernseh konzept kampf programm material publikum video konflikt erfolg seminar auftritt team engagement prozess
de,camp,camp.n.8,regier partei opposition parlament press kommission offent kabinett zeitung partei fraktion polizei abgeordnet zentral polit minist kp organisation premierminist gericht richt verfass auss staat prasident universitat verwalt wirtschaft grupp volk
de,camp,camp.n.9,them wahl partei position institution frag ereignis polit problem massnahm verander staat seit struktur aktivitat kandidat regier in ide bereich region jahr polit polit aufgab organisation interess form plan grupp
de,camp,camp.n.10,macht fuhrt ging sprach baut stellt bildet trat gab geh geb schliess zog fuhr setz mach bracht lost bild schloss spielt liess fand blieb beschloss sprech entschied stell fuhrt trag
de,camp,camp.n.11,die der sein das ein dies dess ihr and auch jed all der the neu uns samtlich weit de alt an la gesamt den in einig offent jung zur viel
de,camp,camp.n.12,man i und er selb ） an wan in he › der han khan on nicht partei da mann a team kan wei de regier auf person auch o hat
de,camp,camp.n.13,und als oder − ist ‚ wie hat wurd war e a der kann mit die konnt wird des das i konn aber hab um auch y sowi da fur
de,camp,camp.n.14,hab hatt und wurd hatt hat war von sind mit in zu werd wie wurd die hab als unt bei war oder auf der word den an a fur aus
de,camp,camp.n.15,und oder auch nur so als erst sowi nicht noch selb fur ist etwa a ja konn gerad wie werd wird sind schon um − je es in and y
de,camp,camp.n.16,eig neu syst programm projekt design team mask konzept modell training logo kommando kit gross bild imag klein medium spiel video neu management alias comput zeich new alt marketing das
de,camp,camp.n.17,studi workshops grund them schul veranstalt test und oder arbeit job aufgab zeit universitat aktivitat angebot ausbild reis training shows jahr versuch beruf spiel klass kurs ort colleg studios grupp
de,camp,camp.n.18,in aus im von fur auf nach vor unt zu der uber an durch und des bei mit um geg republ als ausserhalb of nah i for ins ab neb
de,camp,camp.n.19,und oder wie sowi werd als hab auch and da sind aber denn a an fur e in sie so y wurd die ist um es wurd der doch war
de,camp,camp.n.20,der sein ihr dies die ein uns derselb den ihr sein jed mein jen dess dem dies uns sein ihr ihr all der the ich la dies ihm ihr my
de,camp,camp.n.21,uns sich ihn war mir sind wurd wir dem tun werd sie ihm war ist mensch beid wurd end ihr deutschland der us es den hatt den dies steh end
de,camp,camp.n.22,ist und fur war hat wird oder uber um wurd auf der an in als is sind von zeigt durch i auch es ‚ steht macht wie gibt spielt geg
de,camp,camp.n.23,gross neu and weiss schwarz klein polit der eig hoh stark solch blau geheim gold zweit besond rot weit gross art jung echt die grun sogenannt offiziell regier ein einzig
de,camp,camp.n.24,i an a genannt o und s 1 u e d man 2 oder men gewes ii in n de er war mit 3 of die en t der the
de,camp,camp.n.25,er es dies der gor sich man obama sie ihm ich ihn reagan das dies bush ‚ jed die clinton je auch he und da el prasident dies niemand nicht
de,camp,camp.n.26,sud haf besitz nord raum west staat ost land distrikt nordost dien schutz ausland gebiet kampf bau bereich krieg bestand gebiet berg staat kern heimat land land sudost nordw sud
de,camp,camp.n.27,region usa hauptstadt stadt regier welt zentral turkei niederland offent botschaft medi organisation kris bevolker mission polizei gewalt provinz metropol land sowjetunion kontroll cia staat press land schweiz bundesrepubl verwalt
de,camp,camp.n.28,behord usa militar mensch nation regier un trupp medi and alliiert prasident polizei staat soldat uns sich streitkraft nato taliban international partei beding institution brit organisation beid land botschaft militar
de,camp,camp.n.29,land ausland sud ost nord west land inland raum land staat gebiet sudan kosovo meer gefangnis militar konflikt inn nordost krieg jem exil lag nordw dorf haus sud volk irak
de,camp,camp.n.30,indonesi indonesia timor der jakarta deutschland europa malaysia singapur afrika java den aceh angola folg sana vietnam somalia landet sumatra portugal uganda ausland dies laos land namibia papua mali dili
de,camp,camp.n.31,sud land konflikt west ausland ost nord raum militar gebiet staat exil krieg distrikt nordost kosovo gefangnis volk sudw nordw sudan fried inland kampf land meer haus terror inn sud
de,camp,camp.n.32,und zuruck oder gekomm gebracht komm geh um gezog verlegt weg auch such versetzt in zieh zu aus mit nach vor wie beruf fahr bis als auf nicht vertrieb ein
es,camp,camp.n.1,combat dias sold event hombr joven bosqu acontec anos edifici color animal ataqu human dem otros camp enemig jardin jueg mism ciudadan puebl her tiemp tanqu arbol nin element trabaj
es,camp,camp.n.2,uso establec ataqu envi movimient reconoc control pag servici transport apoy emple lanzamient gobiern program intercambi trafic regim trasl bloqu trabaj acto tratamient use orden mandat cas aument hech ped
es,camp,camp.n.3,de tod a en entre que tambi sol final y con por se per ambos tod esto casi cuand tod mas com nuev sol bien rapid sobr par tant no
es,camp,camp.n.4,pod exili cas pais lug posicion estad destin libert hog capital control puebl interior situacion patri futur favor fin resident camin condicion siti pobrez tierr ciud pas corazon lad mayori
es,camp,camp.n.5,que dond y porqu de com per cuand en si aunqu cual pues con e por a el mas entre par del o mientr la ya se onde los cual
es,camp,camp.n.6,comun ciudadan de rebeld lider extranjer dem partidari polit defensor otros oficial ali resident seguidor independient trabaj estudi grup occidental vecin militar joven popular local candidat del part asiat represent
es,camp,camp.n.7,produccion present creacion realiz investig promocion seri construccion histori public grabacion formacion prepar transmision edicion organiz emision entreg elabor reunion experient program seleccion direccion pelicul aparicion campan seccion actuacion ejecucion
es,camp,camp.n.8,gobiern part parlament congres gabinet president sen comit grup public ministr consej parlament ejecut estad ejercit puebl tribunal gobern ministeri movimient govern period inform pais plen debat lid diput legisl
es,camp,camp.n.9,gobiern part estad parlament president pod public gabinet ejercit puebl govern congres pais gobern sen movimient interior sistem ministr exterior legisl rey ejecut parlament sur regim cambi frent este progres
es,camp,camp.n.10,en y el final oficial tambi que de nuev final con general contr entre mas principal inmediat por rapid polit sobr public par a per oficial sol no com del
es,camp,camp.n.11,oposicion comision coalicion administr legislatur agenci union asamble prens asoci cam polici nacion oficin junt polit socied organiz empres ong comun ley fuerz direccion gobiern formacion alianz compani univers feder
es,camp,camp.n.12,y e que porqu and hech per i problem et a en o motiv incident tem de trabaj proyect com decision plan por ir es cual moment al cas el
es,camp,camp.n.13,el la y the de los o a su del en que un lo com se le las no este una esta al i tambi actual central e si per
es,camp,camp.n.14,el per par que si a ahor de en aunqu con com y president cuand final este john asi tambi georg general sir pet paul michael mientr kong un don
es,camp,camp.n.15,que y com per o de e aunqu en porqu si a tambi i sol no and mas inclus por con el ） aun es et ahor se dond cuand
es,camp,camp.n.16,centr negoci institut program proyect estudi are departament siti plan lug portal grup ambient tall model for hotel edifici equip servici campus mund club merc entorn complej laboratori seminari salon
es,camp,camp.n.17,o y e s and a school en i hous com street city ou principal shop tambi or studi up de se u t mas in out ir no que
es,camp,camp.n.18,en par desd sobr por haci de con y in entre durant a contr com baj dentr hast ante el dans es fuer tod sur o que frent al del
es,camp,camp.n.19,y que e dond porqu cuand per com de no o en se tambi i and el aunqu qui del si dic con ya por par pues mientr a sobr
es,camp,camp.n.20,y part a i sic s e o el es discurs era de b h r si histori puebl en c j v m la estad p president polit 1
es,camp,camp.n.21,estan son van vari sig han fueron se dan esten tien aument comenz esta ser lleg anos estab comienz hac hay pas y cambi continu aparec ven empez va qued
es,camp,camp.n.22,y es hay el esta en per cre o la tambi asi a e un esto tien no una exist ha de con si se por mas com eso ella
es,camp,camp.n.23,una la un otra que mas much algun ningun much tambi gent su el esta de algo dos algun ciert a much com otro otras esa vari mi no en
es,camp,camp.n.24,de del a al en com que con par por do sobr y o of el contr du dos la entre di desd da the los no des mas haci
es,camp,camp.n.25,que y se com el e de i no esta si me es clinton cuand este en porqu estadounidens o ahor ella del he dond tambi obam con polit la
es,camp,camp.n.26,en de a del par in y sobr el desd em por con of com o haci sur entre al llam hast nacional baj contr di central no e es
es,camp,camp.n.27,situacion segur crisis situation inform situaca oper guerr decision paz emergent demand respuest accion cuestion amenaz resolucion posicion situaci realid condicion notici tension region violenci localiz poblacion investig verd zon
es,camp,camp.n.28,namibi indonesi conjunt angol afric sudafr el cambi particul timor part general septiembr europ contr que part especial australi march dond jav singapur asi malasi mas esto tailandi londr ella
es,camp,camp.n.29,no extranjer internacional nacional militar occidental especial japones tambi local soviet se que mas britan oficial human rebeld estadounidens polit intern de civil non agent resident y nunc vip frances
es,camp,camp.n.30,en a y segun desd por de par baj com con antes al del el entre o contr dentr cerc ante mas sobr hast despu durant haci in sur no
es,camp,camp.n.31,situacion presenci desaparicion polit liber guerr violenci muert segur busqued organiz persecucion ident particip influenci captur activ fuerz libert histori experient existent rebelion ayud posicion destruccion proteccion ocup resistent lleg
es,camp,camp.n.32,y oriental occidental que lest e per continental central sur de en oest este timur dili nort i com o occidental । se verd a porqu esta dond est and
ru,camp,camp.n.1,жизн люд и воин их в воздух мир дня сво времен противник город событ безопасн свет будущ труд движен геро земл стран искусств населен игр себ молодеж оруж тел солнц
ru,camp,camp.n.2,и в для на за сша земл государств с безопасн росс оруж воин управлен до а город мир во не стран противник тип нас дом та восток ил уж глаз
ru,camp,camp.n.3,и а проблем их дел деньг интерес мир вопрос успех результат тольк событ все люд конфликт ег себ средств лиш счет ответ пробл порядок информац операц не результат сил изменен
ru,camp,camp.n.4,в на во у по при и под о за из с со межд от сред возл до in к перед внутр вокруг для над вне без окол через всех
ru,camp,camp.n.5,мир государств сообществ народ обществ период времен университет регион и союз процесс движен свет кит населен язык правительств искусств проект парламент режим век договор происхожден мор отношен пространств пут производств
ru,camp,camp.n.6,проект план решен вариант принцип выбор вопрос ид для программ проблем создан задач все предложен модел тем мнен решен текст сист вопрос понят закон возможн цел курс иде и бол
ru,camp,camp.n.7,групп организац команд проект фестивал отдел движен программ групп клуб фонд и парт комитет лиг компан работ отделен груп коллект конференц институт обществ комплекс подразделен отряд турнир конкурс академ сообществ
ru,camp,camp.n.8,друг правительств воен местн политическ нов правительств руководств политическ прав член власт большинств учен представител гражда парт политик политик некотор все организац част орга сам управлен в государственны администрац прав
ru,camp,camp.n.9,друг им член нов людьм правительств не президент сил их сми политическ основн студент сша национально руководств в власт сам парт друг ним прав гражданско сво прав нет внутр бел
ru,camp,camp.n.10,парт правительств организац воен друг администрац национальн арм государствен групп част руководств политик нов власт в центральн лиг парламент политическ компан президент государственны комисс национальны федеральн глав защит команд прав
ru,camp,camp.n.11,друг администрац правительств парт государствен политик национальн воен организац центральн нов власт част ег арм президент парламент влад глав правительств западн комисс руководств последн государственны закон федеральн сам друг политическ
ru,camp,camp.n.12,и в как ил сам хот когд поскольк на тольк с а у но не для і имен из ли i тепер ни такж сеичас я поэт до есл сегодн
ru,camp,camp.n.13,и но в ․ а как i ил с даж на не что ： из о a − за со стран для e । тольк однак хот · сша і
ru,camp,camp.n.14,он я не человек кита кажды президент мы и правительств тот такж тепер народ ли император игрок та эт сша все один вы i кнр в уж пол сам политик
ru,camp,camp.n.15,и но ил а однак даж в тольк хот лиш на ․ · с не как такж поэт ал поскольк and за i і a у из что e −
ru,camp,camp.n.16,и где в уж как а i на ․ имен зде a ил но когд примерн что которы с 1 так за тольк вперв у ещ из and там не
ru,camp,camp.n.17,школ формат период англ качеств школ сша англ форм эпох групп возраст стил основн ден великобритан вид клуб лондон компан город под особен род час рамк врем студ журна сво
ru,camp,camp.n.18,в из для во на у по с от и за южно северно сред стран in восточно внутр западно населен территор о прот до к стран з вне все земл
ru,camp,camp.n.19,и ни даж ил как тольк до ещ так посл в за пок а i не вплот для с на a уж но лиш ег почт тог · от назад
ru,camp,camp.n.20,это сво ег то их эт тако данно ново наш одно друго само е эт перво том каждо и эт современно в последн все любо общ ту сво како то
ru,camp,camp.n.21,ним нам нас ним собо эт тем людьм котор мы вас них двум их им сша не ми тем соб ли им в нив член друг сми он тим тях
ru,camp,camp.n.22,и в человек от с из на я он агент i ни за был же полиц сам ил тольк президент для явля не з тог правительств такж у стран генера
ru,camp,camp.n.23,в реж на агент из и для от тип центр с человек под у вид как ван чин институт термин к лидер клуб мир представител пак он фон я о
ru,camp,camp.n.24,мы он эт те и вы я а все люд но был вот ми эт ил не то нас что да ест некотор сегодн как ты про их нам ли
ru,camp,camp.n.25,он президент я не он вашингтон и эт ег правительств сша мы республик вы все закон тот америк суд он сам він ен город джордж мир гор всегд пол штат
ru,camp,camp.n.26,организац сил учрежден центр орган программ институт технолог ресурс школ сист средств наук групп компан проект исследован специалист предприят государств воиск отношен академ комисс ассоциац стран объект ид команд прав
ru,camp,camp.n.27,и все в на а за как с поскольк что ил i по но от тольк через из у когд есл не где про a при і для о and
ru,camp,camp.n.28,цел котор котор отношен оон которо основн сша котор частност стран случа япон все эт чем регион росс том ответ что план особен мир течен есл результат которы рамк город
ru,camp,camp.n.29,пут люд образ вопрос центр сил оон причин гражда прав сми способ министр руководств директор дан дел дел населен закон организац член командован специалист лиц профессор не президент лиц и
ru,camp,camp.n.30,и оон безопасн ил с на со за в стран использу сша через для у мир та город как уж бы при а воин ещ оборон убииств созда колон под
ru,camp,camp.n.31,в на во по и при у о с за из к от na in об северн v над под а западн через ил че ни для перед м территор
ru,camp,camp.n.32,регион раион океа и сектор мир кита город штат раион кана период направлен фронт конфликт план округ казахста запад ира центр стран парк пол регион а восток вопрос град кра
en,cheat,cheat.v.1,get take keep cut cut beat che hold put got buy help get save hide bring send win clear give hang put forc pull make throw eat fight drive break
en,cheat,cheat.v.2,get keep che put cut beat take help make save hang pull break let be hold suck kill run see kick chase have move win turn ban trick buy come
en,cheat,cheat.v.3,do wrong done not go right there work all plan fight good out success here that make come say kill over talk it about respons tri fli kill fire made
en,cheat,cheat.v.4,work out it this go up work fight that off date fli busi make move do talk grow look back play get develop come plan on us togeth thing compet
en,cheat,cheat.v.5,did were knew fail are die agre chang lost do disappear broke said had agre want spoke know won miss left declin believ came mean cannot have fall surviv refus
en,cheat,cheat.v.6,do be say know get have go and die decid see make win think take pay agre come tri care work me sign ask mean chang accept bet the play
en,cheat,cheat.v.7,all up out first togeth in again both down back now off yet on away with by there and alon insid from wrong befor right either around free onc then
en,cheat,cheat.v.8,che collect check spi put trade take keep hang feed tax focus pay come work block depend get spend attack help save be act crack do pass run divid serv
en,cheat,cheat.v.9,che collect check spi put trade take keep hang feed tax focus pay come work block depend get spend attack help save be act crack do pass run divid serv
en,cheat,cheat.v.10,che collect check spi put trade take keep hang feed tax focus pay come work block depend get spend attack help save be act crack do pass run divid serv
en,cheat,cheat.v.11,che check spi collect keep put take hang work trade come help focus depend block attack feed serv crack be tax get act spend save protect stop do steal draw
en,cheat,cheat.v.12,che check spi collect keep put take hang work trade come help focus depend block attack feed serv crack be tax get act spend save protect stop do steal draw
en,cheat,cheat.v.13,che check spi collect keep put take hang work trade come help focus depend block attack feed serv crack be tax get act spend save protect stop do steal draw
en,cheat,cheat.v.14,trade act work take be put go come che use report sign spi pass oper pay carri land check keep collect ban depend focus do travel get run comment stock
en,cheat,cheat.v.15,charg provid face link suppli threaten met approach engag left help assist back involv present kill join brought led attack caught connect follow replac took struck concern credit hit challeng
en,cheat,cheat.v.16,help save attack kill leav chang give beat strike is upset love hit take concern show like win support has serv keep anger lie fire cover see challeng mark question
en,root,root.v.1,root look work wait care fight pay stand vote search play see cri settl aim hunt look appli go account know fall come run be watch feel live ask think
en,root,root.v.2,involv root engag not reflect onli seen embed form place express interest base found instrument left concern activ use present creat held includ repres lost locat alway also result both
en,root,root.v.3,root reflect express found divid embed set base explain hidden seen includ evid contain place share uniqu given lost present reveal rich discuss drawn describ defin rais fix preserv shown
en,root,root.v.4,root reflect present found express includ embed involv contain seen result place repres produc develop lost evid associ hidden share creat establish cover affect locat onli absorb preserv defin result
en,root,root.v.5,root not left lost onli alway all built embed hidden place set creat deep found still made just stuck uniqu even contain rich held fill also reflect seen form present
en,root,root.v.6,root reflect found express seen not lost present embed held contain left manifest onli made base produc alway result evid set use taken form present place place result creat uniqu
en,root,root.v.7,set root run come stood turn left stand back broke laid spread go held carri fall driven fell hang round went broken head stand sent burn call start run fight
en,root,root.v.8,look play work go readi wait up out back run write fight good come down not sorri in make root here right fall made search call there born just stand
en,root,root.v.9,not root real true good lost all uniqu just set differ onli right that alway import still strong base funni strang realli well back made out it noth great written
en,root,root.v.10,root that not place left be lost embed back found reflect base to set root becaus even involv there place it alreadi result right onli down still result built end
en,root,root.v.11,as and even lost like present found root that common develop or creat onli from alreadi back not built differ such up form experienc than of out establish exist seen
en,root,root.v.12,root carri rule block track filter spread work sort help spell find speed lay ward break bring seek check slash fight figur push fill stand clear mark keep smooth knock
en,root,root.v.13,word root and express voic languag line idea speech tone tone lyric voic write dialogu style express but humor accent work mean charact humour poetri charact thought play or word
en,root,root.v.14,root are start meet follow look appear take remain share sit enter end drop stand go join arriv work hide find stay live continu make run begin keep watch get
en,root,root.v.15,look sell root buy come work take go hold run trade fall work find carri get bring cut those be peopl it start seek roll break them oper move cash
en,root,root.v.16,root lost rich destroy hidden embed weak divid reflect present deep uniqu base good not built poor strong domin success damag preserv differ superior broken engag defeat stuck interest involv
fr,cheat,cheat.v.1,qui si ou comm quand comment que quoi quel pourquoi dont et car quel a ca mais laquel who avec pour sur chi what ce wat est lequel la entre
fr,cheat,cheat.v.2,va pourr peut veut devr doit puiss ne fait pouv dev se a fer faut est put vit vient souhait de et pens sait pour laiss ira aim sembl dit
fr,cheat,cheat.v.3,etaient sont avaient ont furent font etait et dit ser a aur en fais deviennent sais le non suis est ne avait soient fit seront jouent de comm mem y
fr,cheat,cheat.v.4,commenc reuss chang serv fin repr travaill aid abandon fait ete attaqu contribu atteint vu rejoint pris quitt evolu perdu augment recu disparu utilis detruit reform mis gagn cre retrouv
fr,cheat,cheat.v.5,vu perdu dit lu chang fait disparu mis cre pris sort recu frapp trouv tu quitt fin gagn rencontr repr jou attaqu ecrit pass peur commenc retrouv sign ete eu
fr,cheat,cheat.v.6,fair jou entendr avoir don dir prendr voir ecrir pass trouv utilis lir reprendr comprendr etre pai de realis ten produir connaitr compos a vendr gard dan avec suivr pas
fr,cheat,cheat.v.7,vu fait a dit mis pris dan perdu retrouv trouv repr de avec en port decouvert arret lu gard du et tu pass cach rencontr don vendu compr ecrit jou
fr,cheat,cheat.v.8,sort entrer entrar ven pass part reven aller rest acced sal voyag ir vivr etre serv travaill interven gagn echapp entre rentr explor jou lev agir particip arriv entra depart
