,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
assert.v,34.699999999999996,34.9,34.4,6.7,6.4,6.9,15.247622765532993
introduce.v,44.9,36.1,59.4,14.000000000000002,10.9,19.6,25.071896617527763
swear.v,35.9,38.0,34.0,31.1,30.7,31.5,33.41391925530437
bow.v,41.699999999999996,57.99999999999999,32.5,30.3,37.1,25.6,35.545885837885656
figure.v,53.7,97.1,37.1,1.9,16.2,1.0,10.10099005048515
analyze.v,53.400000000000006,39.800000000000004,81.39999999999999,5.3,3.3000000000000003,13.700000000000001,16.823198269056928
expose.v,58.3,68.89999999999999,50.6,8.9,9.5,8.4,22.778718137770614
conclude.v,47.599999999999994,99.4,31.3,5.3,49.0,2.8000000000000003,15.88332458901473
appeal.v,47.3,96.8,31.3,3.3000000000000003,24.099999999999998,1.7999999999999998,12.493598360760602
owe.v,39.6,52.900000000000006,31.7,19.400000000000002,20.8,18.2,27.717142709882637
mount.v,32.2,52.900000000000006,23.1,25.8,35.199999999999996,20.4,28.822907556317077
regain.v,17.599999999999998,10.2,64.7,19.6,12.0,52.900000000000006,18.57309882599024
relax.v,58.4,81.3,45.5,4.6,7.7,3.3000000000000003,16.3902409988383
cultivate.v,21.2,13.0,56.2,42.3,31.5,64.4,29.94595131232267
violate.v,96.1,97.39999999999999,94.89999999999999,0.4,0.5,0.3,6.2
commit.v,46.9,41.5,54.0,16.3,14.2,19.0,27.6490506166125
pour.v,45.5,83.5,31.2,5.4,14.099999999999998,3.4000000000000004,15.674820573135758
deny.v,63.1,54.900000000000006,74.4,7.3,5.4,11.200000000000001,21.462292515013395
lay.v,50.7,75.5,38.2,22.400000000000002,28.9,18.3,33.699851631720875
shave.v,19.7,12.2,51.0,11.3,7.3,25.2,14.920120642943877
weigh.v,33.300000000000004,49.4,25.2,8.6,13.700000000000001,6.3,16.922765731404546
apply.v,33.800000000000004,42.5,28.000000000000004,9.9,10.2,9.5,18.292621463311377
level.v,47.099999999999994,69.5,35.699999999999996,22.400000000000002,34.8,16.5,32.481379281058864
presume.v,58.8,43.5,90.9,31.900000000000002,21.4,62.7,43.30958323512245
wait.v,95.0,93.10000000000001,97.0,0.5,0.3,0.7000000000000001,6.892024376045111
stick.v,45.4,97.0,29.7,1.9,18.6,1.0,9.287626176801044
separate.v,87.6,95.5,81.0,0.8,2.1,0.5,8.37137981458254
reap.v,23.0,13.200000000000001,88.9,13.8,7.7,63.5,17.81572339255412
signal.v,61.9,84.39999999999999,48.9,12.3,20.8,8.799999999999999,27.592933878078277
swim.v,22.900000000000002,13.100000000000001,92.0,8.0,4.3,55.7,13.535139452550904
slow.v,83.8,82.39999999999999,85.39999999999999,2.5,2.3,2.7,14.474114826130128
question.v,65.7,97.7,49.4,2.3,13.3,1.2,12.292680749128726
happen.v,90.8,99.6,83.39999999999999,0.1,1.3,0.1,3.0133038346638727
insist.v,65.10000000000001,93.60000000000001,49.9,0.0,0.1,0.0,0.0
observe.v,45.0,75.5,32.1,11.700000000000001,19.5,8.3,22.94558781116753
lie.v,85.5,98.9,75.3,0.3,2.4,0.2,5.06458290484024
deploy.v,26.1,16.2,66.7,46.400000000000006,33.6,75.2,34.800000000000004
accommodate.v,48.6,40.9,60.0,49.3,43.7,56.49999999999999,48.94874870719373
sniff.v,18.6,12.5,36.4,52.7,41.099999999999994,73.6,31.308465308922443
straighten.v,50.9,98.1,34.4,8.9,45.2,4.9,21.284031572989175
pursue.v,48.1,34.699999999999996,78.4,6.0,3.6999999999999997,16.400000000000002,16.988231220465536
defend.v,41.9,31.5,62.4,5.3,3.6999999999999997,8.9,14.902013286801216
divide.v,25.8,20.1,36.1,21.099999999999998,17.299999999999997,26.900000000000002,23.331952340085046
mean,47.959999999999994,63.83,48.07699999999999,13.822000000000001,19.432000000000002,17.353,20.90436300823452
