,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
analyze.v,89.2,92.60000000000001,86.0,1.3,1.7000000000000002,1.0,10.768472500777444
expose.v,62.9,87.7,49.1,0.1,0.2,0.1,2.5079872407968904
conclude.v,46.5,97.1,30.599999999999998,2.3,20.7,1.2,10.341663309158735
appeal.v,45.4,83.89999999999999,31.1,2.0,5.1,1.3,9.528903399657276
owe.v,48.699999999999996,77.10000000000001,35.6,28.299999999999997,46.1,20.4,37.124250834191926
mount.v,37.9,45.7,32.300000000000004,37.5,40.0,35.3,37.699469492288614
regain.v,34.1,21.3,85.2,31.0,19.8,72.3,32.5130742932747
relax.v,37.2,29.599999999999998,50.2,20.5,16.2,27.900000000000002,27.615213198525193
cultivate.v,9.4,5.800000000000001,25.0,26.6,19.5,42.1,15.81265316131357
violate.v,46.1,30.4,95.19999999999999,3.9,2.1,26.200000000000003,13.408579343092242
commit.v,50.2,46.7,54.2,18.0,17.1,19.0,30.059940119700837
pour.v,46.400000000000006,90.5,31.2,5.7,22.6,3.3000000000000003,16.262841080204897
deny.v,79.10000000000001,95.8,67.4,1.3,4.3999999999999995,0.7000000000000001,10.14051280754578
lay.v,49.0,98.0,32.7,1.7999999999999998,21.0,1.0,9.391485505499116
shave.v,79.10000000000001,97.6,66.4,16.8,36.199999999999996,10.9,36.4538063856163
weigh.v,48.0,39.4,61.5,56.2,49.8,64.60000000000001,51.938425082014184
apply.v,43.6,97.7,28.1,1.0999999999999999,15.7,0.6,6.925315877272314
level.v,44.2,86.4,29.7,6.0,20.9,3.5000000000000004,16.284962388657828
presume.v,45.5,32.6,75.0,6.7,4.6,12.7,17.45995418092499
wait.v,98.2,99.4,97.1,0.1,0.2,0.1,3.1336879231984796
stick.v,46.0,98.1,30.0,2.8000000000000003,27.3,1.5,11.349008767288886
separate.v,87.6,95.5,81.0,0.8,2.1,0.5,8.37137981458254
reap.v,100.0,100.0,100.0,100.0,100.0,100.0,100.0
signal.v,31.1,22.1,52.0,16.6,11.600000000000001,29.2,22.721355593361945
swim.v,18.8,10.5,90.2,5.8999999999999995,3.2,42.0,10.531856436545269
slow.v,79.2,70.6,90.0,4.8,3.5999999999999996,7.000000000000001,19.497692171126307
question.v,65.7,97.7,49.4,2.3,13.3,1.2,12.292680749128726
happen.v,91.0,99.5,83.89999999999999,3.1,16.6,1.7000000000000002,16.79583281650541
insist.v,65.8,96.8,49.9,0.0,0.1,0.0,0.0
observe.v,47.8,93.30000000000001,32.2,1.4000000000000001,6.0,0.8,8.180464534487024
lie.v,85.8,98.7,75.9,1.6,7.6,0.8999999999999999,11.716654812701448
deploy.v,59.3,98.6,42.4,22.6,65.10000000000001,13.700000000000001,36.608468965527635
accommodate.v,25.8,18.2,44.4,54.300000000000004,41.9,77.2,37.42913303831656
sniff.v,24.5,18.8,35.3,39.0,34.2,45.300000000000004,30.911163032147464
straighten.v,47.199999999999996,87.1,32.4,1.7999999999999998,5.8999999999999995,1.0999999999999999,9.217374897442328
pursue.v,88.5,96.89999999999999,81.5,0.8,2.0,0.5,8.414273587185052
defend.v,68.89999999999999,88.4,56.49999999999999,0.4,0.8,0.3,5.2497618993626745
divide.v,49.3,81.2,35.4,12.9,31.1,8.1,25.218445630133512
mean,53.108999999999995,75.31099999999999,48.047999999999995,12.42,20.819000000000003,14.443999999999996,19.181693250755632
