,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
market.n,51.800000000000004,54.6,49.3,3.9,4.6,3.4000000000000004,14.213373983681707
promotion.n,54.300000000000004,44.6,69.19999999999999,51.0,43.2,62.3,52.624138947825074
accounting.n,38.0,27.500000000000004,61.6,42.0,33.800000000000004,55.50000000000001,39.949968710876355
television.n,28.9,21.7,43.2,4.5,3.5000000000000004,6.0,11.403946685248927
campaign.n,35.8,29.099999999999998,46.400000000000006,11.1,9.8,13.0,19.934392391041165
cheat.v,38.5,25.900000000000002,75.0,28.599999999999998,19.1,56.39999999999999,33.18282688379638
assemble.v,52.2,53.300000000000004,51.2,3.5999999999999996,3.5999999999999996,3.5000000000000004,13.708391590555035
root.v,65.60000000000001,63.5,67.80000000000001,52.400000000000006,52.5,52.2,58.62968531384081
reveal.v,50.5,51.5,49.5,2.6,2.7,2.5,11.458621208504974
haunt.v,80.5,88.6,73.8,53.7,58.8,49.4,65.74838401055953
operate.v,54.1,52.0,56.39999999999999,4.0,3.9,4.2,14.710540438746634
frame.v,14.899999999999999,10.6,25.0,44.2,35.6,58.3,25.662813563598203
assert.v,42.8,51.4,36.7,3.8,4.8,3.2,12.753038853543888
introduce.v,22.400000000000002,13.600000000000001,61.7,9.8,6.4,20.7,14.816207341961709
swear.v,18.9,13.4,32.2,25.2,21.0,31.5,21.823840175367852
bow.v,29.5,20.3,53.800000000000004,53.900000000000006,44.4,68.5,39.875431032153124
figure.v,49.8,63.5,40.9,10.2,14.499999999999998,7.9,22.537967965191537
analyze.v,61.8,48.3,85.9,9.2,6.3,17.2,23.844496220302076
expose.v,50.8,50.8,50.8,4.2,4.2,4.2,14.606847709208171
conclude.v,34.8,31.5,38.7,16.7,15.4,18.2,24.10726031717416
appeal.v,26.8,20.0,40.5,21.3,16.900000000000002,28.7,23.892258160333025
owe.v,45.1,71.3,32.9,15.6,25.5,11.3,26.524705464905733
mount.v,34.2,68.60000000000001,22.7,19.5,35.9,13.4,25.824407059988815
regain.v,29.7,17.599999999999998,95.0,39.2,24.4,100.0,34.120961299471034
relax.v,56.699999999999996,65.8,49.8,12.8,16.1,10.7,26.93993318477238
cultivate.v,12.2,7.199999999999999,38.5,40.2,28.799999999999997,66.60000000000001,22.145879978000423
violate.v,21.0,11.799999999999999,95.8,4.0,2.1,38.1,9.16515138991168
commit.v,54.300000000000004,53.400000000000006,55.300000000000004,21.8,23.5,20.3,34.405522812478814
pour.v,42.8,55.800000000000004,34.699999999999996,9.700000000000001,13.200000000000001,7.7,20.375475454575287
deny.v,57.9,50.2,68.2,1.7999999999999998,1.6,2.1,10.208819716304133
lay.v,48.9,50.4,47.5,24.2,26.200000000000003,22.5,34.400290696446156
shave.v,21.3,12.7,66.7,18.099999999999998,11.5,43.2,19.63491787606966
weigh.v,40.8,51.5,33.800000000000004,24.4,30.2,20.4,31.55186206866403
apply.v,38.0,57.8,28.299999999999997,1.2,1.9,0.8999999999999999,6.752777206453653
level.v,17.299999999999997,11.899999999999999,31.8,42.5,33.5,58.099999999999994,27.115493725912494
presume.v,22.400000000000002,13.0,80.0,32.2,19.2,100.0,26.85665653055123
wait.v,49.9,33.6,97.2,1.6,0.8,12.0,8.935323161475472
stick.v,21.2,15.2,35.199999999999996,16.8,13.5,22.400000000000002,18.87220177933672
separate.v,72.8,67.80000000000001,78.60000000000001,4.6,4.3,4.9,18.299726773916596
reap.v,64.2,49.6,90.9,12.2,8.1,24.5,27.98642528083928
signal.v,38.3,30.4,51.5,13.5,10.4,19.3,22.73873347396464
swim.v,30.0,18.2,85.3,3.6999999999999997,2.0,22.3,10.535653752852738
slow.v,68.2,55.1,89.5,5.4,3.8,9.6,19.190622710063373
question.v,32.800000000000004,23.799999999999997,52.6,12.2,8.5,22.1,20.00399960007998
happen.v,66.0,53.6,85.8,4.5,3.4000000000000004,7.000000000000001,17.233687939614086
insist.v,25.900000000000002,17.5,49.9,2.5,1.7000000000000002,4.5,8.04673846971554
observe.v,37.9,48.4,31.2,0.5,0.7000000000000001,0.4,4.3531597719357835
lie.v,60.3,50.9,74.0,5.0,4.2,6.1,17.363755354185336
deploy.v,26.3,17.599999999999998,52.0,36.9,27.900000000000002,54.6,31.152367486276223
accommodate.v,50.0,63.6,41.199999999999996,27.200000000000003,35.199999999999996,22.1,36.878177829171555
sniff.v,22.2,15.6,38.5,58.9,46.2,81.39999999999999,36.16047566058832
straighten.v,24.9,18.2,39.6,28.199999999999996,22.900000000000002,36.7,26.498679212368298
pursue.v,61.6,49.3,81.8,2.1,1.5,3.2,11.373653766490346
defend.v,55.2,51.9,59.0,3.1,2.9000000000000004,3.2,13.081284340614266
divide.v,22.7,15.7,41.3,25.8,20.599999999999998,34.4,24.200413219612592
mean,38.580999999999996,37.312,50.36000000000001,16.968999999999998,15.525,22.761999999999993,22.24806385308406
