,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
television.n,58.3,95.89999999999999,41.8,0.5,2.6,0.3,5.399073994677235
campaign.n,56.00000000000001,98.3,39.1,0.8999999999999999,11.600000000000001,0.5,7.0992957397195395
cheat.v,32.7,21.0,73.9,40.0,25.0,100.0,36.16628264005025
assemble.v,65.60000000000001,95.5,49.9,5.7,18.6,3.4000000000000004,19.337011144434914
root.v,22.900000000000002,17.5,33.300000000000004,20.4,17.5,24.6,21.61388442645144
reveal.v,64.5,98.4,48.0,1.4000000000000001,12.2,0.7000000000000001,9.50263121456368
haunt.v,59.5,55.7,63.9,15.299999999999999,13.200000000000001,18.099999999999998,30.17200689380804
operate.v,70.19999999999999,97.0,55.00000000000001,6.800000000000001,22.6,4.0,21.848569747239747
frame.v,47.8,93.60000000000001,32.1,20.5,48.4,13.0,31.303354452837798
assert.v,52.5,77.8,39.7,4.8,8.1,3.4000000000000004,15.874507866387544
introduce.v,73.4,92.30000000000001,61.0,2.5,6.5,1.5,13.546217184144066
swear.v,39.900000000000006,74.3,27.3,3.5999999999999996,8.1,2.3,11.984990613262909
bow.v,32.800000000000004,27.500000000000004,40.400000000000006,35.8,33.300000000000004,38.7,34.26718546948378
figure.v,53.6,97.0,37.1,1.7999999999999998,15.7,1.0,9.82242332624694
analyze.v,85.8,85.8,85.8,2.0,2.0,2.0,13.099618315050252
expose.v,62.2,83.2,49.6,2.1999999999999997,3.5000000000000004,1.6,11.697863052711808
conclude.v,46.5,97.1,30.599999999999998,2.3,20.7,1.2,10.341663309158735
appeal.v,47.199999999999996,94.0,31.5,6.3,28.4,3.5999999999999996,17.244129435839895
owe.v,46.9,93.0,31.3,5.1,22.7,2.9000000000000004,15.465768652090977
mount.v,34.300000000000004,97.1,20.9,10.4,55.400000000000006,5.7,18.88703258852486
regain.v,16.1,9.3,62.5,19.400000000000002,11.899999999999999,52.900000000000006,17.673143466853883
relax.v,59.5,97.2,42.9,4.5,24.0,2.5,16.36306817195357
cultivate.v,50.3,59.4,43.6,10.0,14.799999999999999,7.5,22.427661492005804
violate.v,96.1,97.39999999999999,94.89999999999999,0.4,0.5,0.3,6.2
commit.v,65.8,84.89999999999999,53.800000000000004,4.5,9.4,3.0,17.207556479639983
pour.v,47.099999999999994,94.89999999999999,31.4,3.0,19.0,1.6,11.886967653695368
deny.v,79.10000000000001,95.8,67.4,1.3,4.3999999999999995,0.7000000000000001,10.14051280754578
lay.v,49.3,94.1,33.4,4.2,17.599999999999998,2.4,14.389579563003222
shave.v,75.1,88.3,65.3,3.5999999999999996,5.4,2.7,16.442627527253663
weigh.v,44.3,35.099999999999994,60.0,52.400000000000006,46.1,60.8,48.18007887083623
apply.v,44.3,99.1,28.499999999999996,2.3,32.4,1.2,10.094057657849987
level.v,46.9,84.7,32.5,13.100000000000001,30.4,8.3,24.786891697024057
presume.v,70.7,63.0,80.60000000000001,4.5,3.6999999999999997,5.6000000000000005,17.8367597954337
wait.v,98.2,99.4,97.1,0.1,0.2,0.1,3.1336879231984796
stick.v,46.0,98.1,30.0,2.8000000000000003,27.3,1.5,11.349008767288886
separate.v,87.6,95.5,81.0,0.8,2.1,0.5,8.37137981458254
reap.v,100.0,100.0,100.0,100.0,100.0,100.0,100.0
signal.v,29.7,20.4,54.6,16.1,11.1,28.799999999999997,21.867098572970306
swim.v,92.30000000000001,92.30000000000001,92.30000000000001,0.8999999999999999,0.8999999999999999,0.8999999999999999,9.114274518577988
slow.v,96.1,99.7,92.7,50.8,67.9,40.6,69.8704515514248
question.v,65.7,97.7,49.4,2.3,13.3,1.2,12.292680749128726
happen.v,91.0,99.5,83.89999999999999,3.1,16.6,1.7000000000000002,16.79583281650541
insist.v,66.3,98.5,49.9,1.7000000000000002,13.3,0.8999999999999999,10.616496597277278
observe.v,48.0,95.39999999999999,32.1,4.3,24.8,2.3,14.366627996854376
lie.v,85.8,98.7,75.9,1.6,7.6,0.8999999999999999,11.716654812701448
deploy.v,59.3,98.6,42.4,22.6,65.10000000000001,13.700000000000001,36.608468965527635
accommodate.v,48.699999999999996,86.4,33.900000000000006,15.299999999999999,34.699999999999996,9.8,27.29670309762701
sniff.v,32.1,40.6,26.5,7.1,9.6,5.6000000000000005,15.096688378581575
straighten.v,48.5,71.3,36.7,9.1,14.6,6.6000000000000005,21.00833168054998
pursue.v,44.0,29.4,87.7,11.799999999999999,7.1,36.1,22.785960589801782
defend.v,71.6,97.2,56.699999999999996,1.2,6.7,0.7000000000000001,9.269304181005174
divide.v,50.4,80.9,36.6,13.200000000000001,28.9,8.5,25.793022312245615
mean,55.037000000000006,81.89399999999999,46.47,9.32,22.102999999999998,9.502,17.872872361573076
