,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
introduce.v,60.699999999999996,54.7,68.10000000000001,15.4,14.6,16.400000000000002,30.574172106534625
swear.v,37.9,52.400000000000006,29.7,11.3,17.1,8.5,20.694685308068834
bow.v,18.2,11.600000000000001,42.1,47.3,37.8,63.2,29.340415811641115
figure.v,44.1,53.6,37.4,4.0,5.4,3.2,13.281566172707194
analyze.v,22.3,12.8,86.5,8.7,4.9,38.2,13.928747251637528
expose.v,57.3,56.99999999999999,57.699999999999996,14.099999999999998,14.000000000000002,14.2,28.424109484731442
conclude.v,42.4,48.1,37.9,11.700000000000001,13.100000000000001,10.6,22.272853431924702
appeal.v,22.1,15.299999999999999,39.4,20.200000000000003,15.9,27.800000000000004,21.128653530218156
owe.v,22.2,15.299999999999999,40.699999999999996,26.200000000000003,20.3,37.0,24.11721376942204
mount.v,24.2,31.4,19.6,16.7,20.200000000000003,14.2,20.10323357074677
regain.v,56.49999999999999,48.1,68.4,16.5,13.8,20.5,30.53276928154405
relax.v,45.9,52.5,40.699999999999996,2.7,3.4000000000000004,2.3,11.132385189167683
cultivate.v,48.9,49.3,48.6,4.7,5.7,4.0,15.160145118038944
violate.v,22.8,12.9,96.39999999999999,3.9,2.1,36.199999999999996,9.429740187301027
commit.v,52.900000000000006,51.2,54.800000000000004,11.1,11.799999999999999,10.5,24.2320036315613
pour.v,43.7,61.199999999999996,34.0,11.5,16.6,8.7,22.41762699306062
deny.v,64.1,57.9,71.7,4.7,4.3,5.2,17.35713109934934
lay.v,40.8,51.6,33.800000000000004,7.1,10.0,5.5,17.019988249114625
shave.v,58.5,55.1,62.4,0.1,0.1,0.1,2.418677324489565
weigh.v,42.0,66.2,30.8,23.3,38.800000000000004,16.6,31.28258301355564
apply.v,36.8,50.8,28.799999999999997,3.1,4.5,2.4,10.680823938254951
level.v,44.6,59.3,35.699999999999996,22.5,27.900000000000002,18.9,31.678068122914315
presume.v,63.4,56.49999999999999,72.2,8.3,6.9,10.299999999999999,22.939485608879725
wait.v,66.3,50.3,97.1,0.0,0.0,0.1,0.0
stick.v,42.6,56.8,34.1,8.9,12.5,6.9,19.47151766041877
separate.v,42.699999999999996,29.5,77.3,11.899999999999999,7.9,23.799999999999997,22.541739063346462
reap.v,61.6,47.099999999999994,89.1,10.100000000000001,6.7,20.7,24.94313532818198
signal.v,18.6,11.4,50.8,11.5,7.7,23.200000000000003,14.625320509308505
swim.v,26.8,15.6,93.2,6.6000000000000005,3.5999999999999996,42.0,13.29962405483704
slow.v,66.5,53.800000000000004,87.3,0.7000000000000001,0.5,1.3,6.822756041366275
question.v,50.7,51.2,50.2,2.1999999999999997,2.1999999999999997,2.1,10.561249926026749
happen.v,63.0,50.3,84.1,5.800000000000001,4.2,9.1,19.11543878648879
insist.v,54.1,54.7,53.5,5.7,5.7,5.6000000000000005,17.560466964178374
observe.v,40.400000000000006,51.4,33.300000000000004,7.1,9.8,5.5,16.936351437071682
lie.v,60.099999999999994,49.9,75.5,3.4000000000000004,2.8000000000000003,4.2,14.294754282603112
deploy.v,49.3,44.6,55.00000000000001,31.900000000000002,28.9,35.699999999999996,39.65690356041429
accommodate.v,62.3,86.4,48.699999999999996,47.599999999999994,66.7,37.1,54.456220948574824
sniff.v,55.400000000000006,71.89999999999999,45.1,45.1,62.2,35.4,49.98539786777735
straighten.v,46.300000000000004,64.1,36.199999999999996,7.5,11.200000000000001,5.7,18.634645153584227
pursue.v,64.2,52.800000000000004,82.0,0.2,0.1,0.2,3.5832945734337835
defend.v,52.800000000000004,49.6,56.39999999999999,0.2,0.2,0.2,3.2496153618543846
divide.v,49.3,81.2,35.4,12.9,31.1,8.1,25.218445630133512
mean,39.328,39.358000000000004,48.702999999999996,14.367000000000003,14.173000000000002,18.028,20.105686035758485
