,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
swear.v,21.8,16.8,31.2,29.2,25.0,35.199999999999996,25.230140705116966
bow.v,40.400000000000006,30.4,60.0,55.800000000000004,47.9,66.9,47.47967986412714
figure.v,53.6,97.0,37.1,1.7999999999999998,15.7,1.0,9.82242332624694
analyze.v,61.8,48.3,85.9,9.2,6.3,17.2,23.844496220302076
expose.v,32.800000000000004,24.6,49.2,9.2,6.4,16.1,17.37124060048677
conclude.v,46.5,97.1,30.599999999999998,2.3,20.7,1.2,10.341663309158735
appeal.v,37.2,39.7,34.9,23.3,20.599999999999998,26.700000000000003,29.440788032931458
owe.v,42.5,56.699999999999996,34.0,27.6,29.599999999999998,25.8,34.249087579087416
mount.v,36.4,74.3,24.099999999999998,33.0,53.5,23.9,34.65833233148993
regain.v,26.8,15.7,89.5,37.5,23.1,100.0,31.701734968294716
relax.v,53.2,44.9,65.3,36.9,29.2,50.1,44.30665864178882
cultivate.v,15.9,10.100000000000001,36.8,33.4,24.6,51.7,23.044739095941182
violate.v,27.700000000000003,16.2,96.3,3.6999999999999997,1.9,31.8,10.123734488813898
commit.v,39.2,32.2,50.0,19.900000000000002,15.5,27.800000000000004,27.929912280564007
pour.v,39.900000000000006,55.00000000000001,31.3,15.5,17.599999999999998,13.900000000000002,24.868654969660103
deny.v,47.9,35.699999999999996,72.5,6.6000000000000005,4.5,12.6,17.780326206231425
lay.v,48.8,94.6,32.9,5.7,29.2,3.2,16.678129391511508
shave.v,30.7,20.5,60.9,6.4,4.2,13.5,14.017132374348186
weigh.v,36.5,44.6,30.9,15.6,18.9,13.200000000000001,23.862103846894975
apply.v,38.3,64.8,27.200000000000003,3.5000000000000004,5.800000000000001,2.5,11.577996372429904
level.v,20.9,15.299999999999999,33.300000000000004,42.0,33.5,56.2,29.62768975131203
presume.v,37.1,25.0,71.89999999999999,17.0,11.0,36.6,25.113741258522197
wait.v,98.0,98.8,97.1,0.2,0.2,0.1,4.427188724235731
stick.v,38.5,46.0,33.1,20.599999999999998,19.8,21.4,28.162031176745757
separate.v,36.199999999999996,23.1,83.6,19.1,12.0,47.3,26.29486641913208
reap.v,40.8,25.6,100.0,26.700000000000003,15.4,100.0,33.00545409474016
signal.v,25.900000000000002,16.6,58.5,18.8,12.8,35.6,22.066263843251765
swim.v,17.299999999999997,9.700000000000001,85.0,5.1,2.8000000000000003,37.3,9.393082561119112
slow.v,27.700000000000003,16.400000000000002,89.3,8.1,4.6,34.599999999999994,14.978985279383915
question.v,39.6,32.5,50.5,8.7,6.3,14.2,18.561249957909624
happen.v,90.8,99.6,83.39999999999999,0.1,1.3,0.1,3.0133038346638727
insist.v,66.10000000000001,98.3,49.8,1.4000000000000001,10.8,0.7000000000000001,9.619771307052991
observe.v,47.699999999999996,96.6,31.7,1.6,15.2,0.8,8.736131867136622
lie.v,85.39999999999999,97.6,75.8,0.8999999999999999,3.0,0.5,8.766983517721474
deploy.v,26.900000000000002,21.6,35.6,21.099999999999998,17.0,27.700000000000003,23.82414741391599
accommodate.v,70.39999999999999,86.4,59.4,69.39999999999999,77.3,62.9,69.89821170816889
sniff.v,25.5,18.8,40.0,47.3,40.0,57.99999999999999,34.72967031228485
straighten.v,38.0,34.9,41.699999999999996,34.8,29.7,42.0,36.364818162614256
pursue.v,47.4,34.300000000000004,76.7,6.9,4.3,17.299999999999997,18.08480024772184
defend.v,43.3,34.5,58.099999999999994,5.7,4.1000000000000005,9.700000000000001,15.710187777362815
divide.v,26.400000000000002,19.5,40.9,28.999999999999996,23.5,37.7,27.66947776883402
mean,40.870000000000005,47.004,49.57499999999999,18.343000000000004,20.059,25.958,23.180972008498784
